Year,Total index; n.s.a. IP,Manufacturing (SIC); n.s.a. IP,Manufacturing (NAICS); n.s.a. IP,Durable manufacturing (NAICS); n.s.a. IP,Wood product  (NAICS = 321); n.s.a. IP,Nonmetallic mineral product  (NAICS = 327); n.s.a. IP,Primary metal  (NAICS = 331); n.s.a. IP,Fabricated metal product  (NAICS = 332); n.s.a. IP,Machinery  (NAICS = 333); n.s.a. IP,Computer and electronic product  (NAICS = 334); n.s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); n.s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); n.s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); n.s.a. IP,Furniture and related product  (NAICS = 337); n.s.a. IP,Miscellaneous  (NAICS = 339); n.s.a. IP,Nondurable manufacturing (NAICS); n.s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); n.s.a. IP","Textiles and products  (NAICS = 313,4); n.s.a. IP","Apparel and leather goods  (NAICS = 315,6); n.s.a. IP",Paper  (NAICS = 322); n.s.a. IP,Printing and related support activities  (NAICS = 323); n.s.a. IP,Petroleum and coal products  (NAICS = 324); n.s.a. IP,Chemical  (NAICS = 325); n.s.a. IP,Plastics and rubber products  (NAICS = 326); n.s.a. IP,Other manufacturing; n.s.a. IP,Mining  (NAICS = 21); n.s.a. IP,"Electric and gas utilities  (NAICS = 2211,2); n.s.a. IP","Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. IP",Natural gas distribution  (NAICS = 2212); n.s.a. IP,Crude processing (capacity); n.s.a. IP,Primary & semifinished processing (capacity); n.s.a. IP,Finished processing (capacity); n.s.a. IP,Durable manufacturing (NAICS); n.s.a. IP,Motor vehicles and parts  (NAICS = 3361-3); n.s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); n.s.a. IP,Wood product  (NAICS = 321); n.s.a. IP,Sawmills and wood preservation  (NAICS = 3211); n.s.a. IP,"Plywood and misc. wood products  (NAICS = 3212,9); n.s.a. IP","Veneer, plywood, and engineered wood product  (NAICS = 3212); n.s.a. IP","Veneer and plywood  (NAICS = 321211,2); n.s.a. IP",Reconstituted wood product  (NAICS = 321219); n.s.a. IP,Other wood product  (NAICS = 3219); n.s.a. IP,Millwork  (NAICS = 32191); n.s.a. IP,Wood container and pallet  (NAICS = 32192); n.s.a. IP,All other wood product  (NAICS = 32199); n.s.a. IP,Manufactured home (mobile home)  (NAICS = 321991); n.s.a. IP,Nonmetallic mineral product  (NAICS = 327); n.s.a. IP,"Clay, lime, gypsum, and misc. nonmetallic mineral products  (NAICS = 3271,4,9); n.s.a. IP","Clay and misc. nonmetallic mineral products  (NAICS = 3271,9); n.s.a. IP",Clay product and refractory  (NAICS = 3271); n.s.a. IP,"Pottery, ceramics, and plumbing fixture  (NAICS = 32711); n.s.a. IP",Clay building material and refractories  (NAICS = 32712); n.s.a. IP,Other nonmetallic mineral product  (NAICS = 3279); n.s.a. IP,Lime and gypsum product  (NAICS = 3274); n.s.a. IP,Glass and glass product  (NAICS = 3272); n.s.a. IP,Glass container  (NAICS = 327213); n.s.a. IP,Cement and concrete product  (NAICS = 3273); n.s.a. IP,Cement  (NAICS = 32731); n.s.a. IP,Concrete and product  (NAICS = 32732-9); n.s.a. IP,Primary metal  (NAICS = 331); n.s.a. IP,"Iron and steel products  (NAICS = 3311,2); n.s.a. IP","Pig iron  (NAICS = 3311,2pt.); n.s.a. IP","Raw steel  (NAICS = 3311,2pt.); n.s.a. IP","Coke and products  (NAICS = 3311,2pt.); n.s.a. IP","Construction steel  (NAICS = 3311,2pt.); n.s.a. IP","Consumer durable steel  (NAICS = 3311,2pt.); n.s.a. IP","Can and closure steel  (NAICS = 3311,2pt.); n.s.a. IP","Equipment steel  (NAICS = 3311,2pt.); n.s.a. IP","Miscellaneous steel  (NAICS = 3311,2pt.); n.s.a. IP",Alumina and aluminum production and processing  (NAICS = 3313); n.s.a. IP,Primary aluminum production  (NAICS = 331313pt.); n.s.a. IP,Secondary smelting and alloying of aluminum  (NAICS = 331314); n.s.a. IP,"Misc. aluminum materials  (NAICS = 331315,8pt.); n.s.a. IP",Aluminum extruded product  (NAICS = 331318pt.); n.s.a. IP,Nonferrous metal (except aluminum) production and processing  (NAICS = 3314); n.s.a. IP,Nonferrous metal (except aluminum) smelting and refining  (NAICS = 33141); n.s.a. IP,Primary smelting and refining of copper  (NAICS = 33141pt.); n.s.a. IP,Primary smelting and refining of nonferrous metal (except copper and aluminum)  (NAICS = 33141pt.); n.s.a. IP,Foundries  (NAICS = 3315); n.s.a. IP,Fabricated metal product  (NAICS = 332); n.s.a. IP,Forging and stamping  (NAICS = 3321); n.s.a. IP,Cutlery and handtool  (NAICS = 3322); n.s.a. IP,Architectural and structural metals  (NAICS = 3323); n.s.a. IP,Hardware  (NAICS = 3325); n.s.a. IP,Spring and wire product  (NAICS = 3326); n.s.a. IP,"Machine shops; turned product; and screw, nut, and bolt  (NAICS = 3327); n.s.a. IP","Coating, engraving, heat treating, and allied activities  (NAICS = 3328); n.s.a. IP",Other fabricated metal product  (NAICS = 3329); n.s.a. IP,Ball and roller bearing  (NAICS = 332991); n.s.a. IP,Machinery  (NAICS = 333); n.s.a. IP,"Agriculture, construction, and mining machinery  (NAICS = 3331); n.s.a. IP",Agricultural implement  (NAICS = 33311); n.s.a. IP,Farm machinery and equipment  (NAICS = 333111); n.s.a. IP,Construction machinery  (NAICS = 33312); n.s.a. IP,Mining and oil and gas field machinery  (NAICS = 33313); n.s.a. IP,Industrial machinery  (NAICS = 3332); n.s.a. IP,"Commercial and service industry machinery and other general purpose machinery  (NAICS = 3333,9); n.s.a. IP","HVAC, metalworking, and power transmission machinery  (NAICS = 3334-6); n.s.a. IP","Ventilation, heating, air-conditioning, and commercial refrigeration equipment  (NAICS = 3334); n.s.a. IP",Metalworking machinery  (NAICS = 3335); n.s.a. IP,"Engine, turbine, and power transmission equipment  (NAICS = 3336); n.s.a. IP",Computer and electronic product  (NAICS = 334); n.s.a. IP,Computer and peripheral equipment  (NAICS = 3341); n.s.a. IP,Communications equipment  (NAICS = 3342); n.s.a. IP,Audio and video equipment  (NAICS = 3343); n.s.a. IP,Semiconductor and other electronic component  (NAICS = 3344); n.s.a. IP,"Navigational, measuring, electromedical, and control instruments  (NAICS = 3345); n.s.a. IP","Electrical equipment, appliance, and component  (NAICS = 335); n.s.a. IP",Household appliance  (NAICS = 3352); n.s.a. IP,Small electrical appliance  (NAICS = 33521); n.s.a. IP,Major appliance  (NAICS = 33522); n.s.a. IP,"Electrical equipment except appliances  (NAICS = 3351,3,9); n.s.a. IP",Electric lighting equipment  (NAICS = 3351); n.s.a. IP,Electrical equipment  (NAICS = 3353); n.s.a. IP,Other electrical equipment and component  (NAICS = 3359); n.s.a. IP,Battery  (NAICS = 33591); n.s.a. IP,Communication and energy wire and cable  (NAICS = 33592); n.s.a. IP,"Other electrical equipment  (NAICS = 33593,9); n.s.a. IP",Transportation equipment  (NAICS = 336); n.s.a. IP,Motor vehicle  (NAICS = 3361); n.s.a. IP,Automobile and light duty motor vehicle  (NAICS = 33611); n.s.a. IP,Automobile  (NAICS = 336111); n.s.a. IP,Light truck and utility vehicle  (NAICS = 336112); n.s.a. IP,Heavy duty truck  (NAICS = 33612); n.s.a. IP,Motor vehicle body and trailer  (NAICS = 3362); n.s.a. IP,Truck trailer  (NAICS = 336212); n.s.a. IP,Motor home  (NAICS = 336213); n.s.a. IP,Travel trailer and camper  (NAICS = 336214); n.s.a. IP,Motor vehicle parts  (NAICS = 3363); n.s.a. IP,Aerospace product and parts  (NAICS = 3364); n.s.a. IP,Aircraft and parts  (NAICS = 336411-3); n.s.a. IP,"Railroad eq., ships and boats, and other transportation equipment  (NAICS = 3365-9); n.s.a. IP",Railroad rolling stock  (NAICS = 3365); n.s.a. IP,Ship and boat building  (NAICS = 3366); n.s.a. IP,Other transportation equipment  (NAICS = 3369); n.s.a. IP,Furniture and related product  (NAICS = 337); n.s.a. IP,Household and institutional furniture and kitchen cabinet  (NAICS = 3371); n.s.a. IP,"Office and other furniture  (NAICS = 3372,9); n.s.a. IP",Miscellaneous  (NAICS = 339); n.s.a. IP,Medical equipment and supplies  (NAICS = 3391); n.s.a. IP,Logging  (NAICS = 1133); n.s.a. IP,Nondurable manufacturing (NAICS); n.s.a. IP,Food  (NAICS = 311); n.s.a. IP,Animal food  (NAICS = 3111); n.s.a. IP,Grain and oilseed milling  (NAICS = 3112); n.s.a. IP,Sugar and confectionery product  (NAICS = 3113); n.s.a. IP,Fruit and vegetable preserving and specialty food  (NAICS = 3114); n.s.a. IP,Dairy product  (NAICS = 3115); n.s.a. IP,Dairy product (except frozen)  (NAICS = 31151); n.s.a. IP,Fluid milk  (NAICS = 311511); n.s.a. IP,Creamery butter  (NAICS = 311512); n.s.a. IP,Cheese  (NAICS = 311513); n.s.a. IP,"Dry, condensed, and evaporated dairy product  (NAICS = 311514); n.s.a. IP",Ice cream and frozen dessert  (NAICS = 31152); n.s.a. IP,Animal slaughtering and processing  (NAICS = 3116); n.s.a. IP,Animal (except poultry) slaughtering and meat processing  (NAICS = 311611-3); n.s.a. IP,Beef  (NAICS = 311611-3pt.); n.s.a. IP,Pork  (NAICS = 311611-3pt.); n.s.a. IP,Miscellaneous meats  (NAICS = 311611-3pt.); n.s.a. IP,Poultry processing  (NAICS = 311615); n.s.a. IP,Bakeries and tortilla  (NAICS = 3118); n.s.a. IP,Other food  (NAICS = 3119); n.s.a. IP,Coffee and tea  (NAICS = 31192); n.s.a. IP,Beverage and tobacco product  (NAICS = 312); n.s.a. IP,Beverage  (NAICS = 3121); n.s.a. IP,Soft drink and ice  (NAICS = 31211); n.s.a. IP,Breweries  (NAICS = 31212); n.s.a. IP,Tobacco  (NAICS = 3122); n.s.a. IP,Textile mills  (NAICS = 313); n.s.a. IP,"Fiber, yarn, and thread mills  (NAICS = 3131); n.s.a. IP",Fabric mills  (NAICS = 3132); n.s.a. IP,Textile and fabric finishing and fabric coating mills  (NAICS = 3133); n.s.a. IP,Textile product mills  (NAICS = 314); n.s.a. IP,Textile furnishings mills  (NAICS = 3141); n.s.a. IP,Carpet and rug mills  (NAICS = 31411); n.s.a. IP,Other textile product mills  (NAICS = 3149); n.s.a. IP,Apparel  (NAICS = 315); n.s.a. IP,Leather and allied product  (NAICS = 316); n.s.a. IP,Paper  (NAICS = 322); n.s.a. IP,"Pulp, paper, and paperboard mills  (NAICS = 3221); n.s.a. IP",Pulp mills  (NAICS = 32211); n.s.a. IP,Paper mills  (NAICS = 32212); n.s.a. IP,Paper (except newsprint) mills  (NAICS = 322121); n.s.a. IP,Paperboard mills  (NAICS = 32213); n.s.a. IP,Converted paper product  (NAICS = 3222); n.s.a. IP,Paperboard container  (NAICS = 32221); n.s.a. IP,Paper bag and coated and treated paper  (NAICS = 32222); n.s.a. IP,"Other converted paper products  (NAICS = 32223,9); n.s.a. IP",Printing and related support activities  (NAICS = 323); n.s.a. IP,Petroleum and coal products  (NAICS = 324); n.s.a. IP,Petroleum refineries  (NAICS = 32411); n.s.a. IP,Aviation fuel and kerosene  (NAICS = 32411pt.); n.s.a. IP,Distillate fuel oil  (NAICS = 32411pt.); n.s.a. IP,Automotive gasoline  (NAICS = 32411pt.); n.s.a. IP,Residual fuel oil  (NAICS = 32411pt.); n.s.a. IP,Other refinery output  (NAICS = 32411pt.); n.s.a. IP,"Paving, roofing, and other petroleum and coal products  (NAICS = 32412,9); n.s.a. IP",Chemical  (NAICS = 325); n.s.a. IP,Basic chemical  (NAICS = 3251); n.s.a. IP,"Organic chemicals  (NAICS = 32511,9); n.s.a. IP",Basic inorganic chemicals  (NAICS = 32512-8); n.s.a. IP,Industrial gas  (NAICS = 32512); n.s.a. IP,Synthetic dye and pigment  (NAICS = 32513); n.s.a. IP,Other basic inorganic chemical  (NAICS = 32518pt.); n.s.a. IP,Alkalies and chlorine  (NAICS = 32518pt.); n.s.a. IP,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments  (NAICS = 3252); n.s.a. IP",Resin and synthetic rubber  (NAICS = 32521); n.s.a. IP,Plastics material and resin  (NAICS = 325211); n.s.a. IP,Synthetic rubber  (NAICS = 325212); n.s.a. IP,Artificial and synthetic fibers and filaments  (NAICS = 32522); n.s.a. IP,"Pesticide, fertilizer, and other agricultural chemical  (NAICS = 3253); n.s.a. IP",Pharmaceutical and medicine  (NAICS = 3254); n.s.a. IP,"Chemicals except pharmaceuticals and medicines  (NAICS = 3251-3,5-9); n.s.a. IP","Paints, soaps and toiletries, and other chemical products  (NAICS = 3255-9); n.s.a. IP","Paints and other chemical products  (NAICS = 3255,9); n.s.a. IP","Paint, coating, and adhesive  (NAICS = 3255); n.s.a. IP",Paint and coating  (NAICS = 32551); n.s.a. IP,"Soap, cleaning compound, and toilet preparation  (NAICS = 3256); n.s.a. IP",Plastics and rubber products  (NAICS = 326); n.s.a. IP,Plastics product  (NAICS = 3261); n.s.a. IP,Rubber product  (NAICS = 3262); n.s.a. IP,Tire  (NAICS = 32621); n.s.a. IP,"Rubber products ex. tires  (NAICS = 32622,9); n.s.a. IP","Newspaper, periodical, book, and directory publishers  (NAICS = 5111); n.s.a. IP",Newspaper publishers  (NAICS = 51111); n.s.a. IP,"Periodical, book, and other publishers  (NAICS = 51112-9); n.s.a. IP",Oil and gas extraction  (NAICS = 211); n.s.a. IP,Crude petroleum and natural gas extraction  (NAICS = 211111); n.s.a. IP,Crude oil  (NAICS = 211111pt.); n.s.a. IP,Natural gas  (NAICS = 211111pt.); n.s.a. IP,Natural gas liquid extraction  (NAICS = 211112); n.s.a. IP,Mining (except oil and gas)  (NAICS = 212); n.s.a. IP,Coal mining  (NAICS = 2121); n.s.a. IP,Metal ore mining  (NAICS = 2122); n.s.a. IP,Iron ore mining  (NAICS = 21221); n.s.a. IP,Gold ore and silver ore mining  (NAICS = 21222); n.s.a. IP,"Copper, nickel, lead, and zinc mining  (NAICS = 21223); n.s.a. IP",Nonmetallic mineral mining and quarrying  (NAICS = 2123); n.s.a. IP,Support activities for mining  (NAICS = 213); n.s.a. IP,Drilling oil and gas wells  (NAICS = 213111); n.s.a. IP,"Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. IP",Electric power generation  (NAICS = 22111); n.s.a. IP,"Hydroelectric, renewables, and other  (NAICS = 221111,4-8); n.s.a. IP",Hydroelectric power generation  (NAICS = 221111); n.s.a. IP,Renewables and other electric power generation  (NAICS = 221114-8); n.s.a. IP,Fossil Fuel electric power generation  (NAICS = 221112); n.s.a. IP,Nuclear electric power generation  (NAICS = 221113); n.s.a. IP,"Electric power transmission, control, and distribution  (NAICS = 22112); n.s.a. IP",Commercial and other electricity sales  (NAICS = 22112pt.); n.s.a. IP,Industrial electricity sales  (NAICS = 22112pt.); n.s.a. IP,Residential electricity sales  (NAICS = 22112pt.); n.s.a. IP,Natural gas distribution  (NAICS = 2212); n.s.a. IP,Commercial and other gas sales  (NAICS = 2212pt.); n.s.a. IP,Industrial gas sales  (NAICS = 2212pt.); n.s.a. IP,Residential gas sales  (NAICS = 2212pt.); n.s.a. IP,Gas transmission  (NAICS = 2212pt.); n.s.a. IP,Total index; n.s.a. IP,Final products and nonindustrial supplies; n.s.a. IP,Final products; n.s.a. IP,Consumer goods; n.s.a. IP,Durable consumer goods; n.s.a. IP,Automotive products; n.s.a. IP,"Autos and trucks, consumer; n.s.a. IP",Auto parts and allied goods; n.s.a. IP,Other durable goods; n.s.a. IP,"Computers, video and audio equipment; n.s.a. IP","Appliances, furniture, and carpeting; n.s.a. IP",Household appliances; n.s.a. IP,Carpeting and furniture; n.s.a. IP,Miscellaneous durable goods; n.s.a. IP,Nondurable consumer goods; n.s.a. IP,Nondurable nonenergy consumer goods; n.s.a. IP,Foods and tobacco; n.s.a. IP,Clothing; n.s.a. IP,Chemical products; n.s.a. IP,Paper products; n.s.a. IP,Miscellaneous nondurable goods; n.s.a. IP,Consumer energy products; n.s.a. IP,Fuels; n.s.a. IP,Residential utilities; n.s.a. IP,"Equipment, total; n.s.a. IP",Business equipment; n.s.a. IP,Transit equipment; n.s.a. IP,Business vehicles; n.s.a. IP,Business light vehicles; n.s.a. IP,"Automobile, business  (NAICS = 336111pt.); n.s.a. IP","Light trucks, business  (NAICS = 336112pt.); n.s.a. IP",Information processing and related equipment; n.s.a. IP,Industrial and other equipment; n.s.a. IP,Industrial equipment; n.s.a. IP,Other equipment; n.s.a. IP,Oil and gas well drilling and manufactured homes; n.s.a. IP,Defense and space equipment; n.s.a. IP,Nonindustrial supplies; n.s.a. IP,Construction supplies; n.s.a. IP,Business supplies; n.s.a. IP,Non-energy business supplies; n.s.a. IP,Commercial energy products; n.s.a. IP,Materials; n.s.a. IP,Materials ex. energy materials; n.s.a. IP,Durable goods materials; n.s.a. IP,Consumer parts; n.s.a. IP,Equipment parts; n.s.a. IP,Computer and other board assemblies and parts; n.s.a. IP,"Semiconductors, printed circuit boards, and other; n.s.a. IP",Other equipment parts; n.s.a. IP,Other durable materials; n.s.a. IP,Basic metals; n.s.a. IP,Miscellaneous durable materials; n.s.a. IP,Nondurable goods materials; n.s.a. IP,Textile materials; n.s.a. IP,Paper materials; n.s.a. IP,Chemical materials; n.s.a. IP,Other nondurable materials; n.s.a. IP,Containers; n.s.a. IP,Miscellaneous nondurable materials; n.s.a. IP,Energy materials; n.s.a. IP,Primary energy; n.s.a. IP,Converted fuel; n.s.a. IP,Total index; n.s.a. IP,"Energy, total; n.s.a. IP",Consumer energy products; n.s.a. IP,Commercial energy products; n.s.a. IP,Drilling oil and gas wells  (NAICS = 213111); n.s.a. IP,Converted fuel; n.s.a. IP,Primary energy; n.s.a. IP,"Non-energy, total; n.s.a. IP","Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. IP",Computer and peripheral equipment  (NAICS = 3341); n.s.a. IP,Communications equipment  (NAICS = 3342); n.s.a. IP,"Non-energy ex. computers, communications eq., and semiconductors; n.s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); n.s.a. IP,Motor vehicle  (NAICS = 3361); n.s.a. IP,Motor vehicle parts  (NAICS = 3363); n.s.a. IP,"Non-energy ex. motor vehicles & pts., computers, communications eq., and semiconductors; n.s.a. IP","Consumer goods ex. hi-tech, motor vehicles & pts., and energy; n.s.a. IP",Business equipment ex. hi-tech and motor vehicles and parts; n.s.a. IP,Construction supplies ex. hi-tech; n.s.a. IP,"Business supplies ex. energy, motor vehicles & parts, and selected high-tech industries; n.s.a. IP","Materials ex. energy, motor vehicles & pts., computers, communications eq., and semiconductors; n.s.a. IP","Total ex. computers, communications eq., and semiconductors; n.s.a. IP","Manufacturing ex. computers, communications eq., and semiconductors; n.s.a. IP","Durable mfg. ex. computers, communications eq., and semiconductors; n.s.a. IP",Total ex. motor vehicles and parts; n.s.a. IP,Manufacturing ex. motor vehicles and parts; n.s.a. IP,Durable manufacturing ex. motor vehicles & parts; n.s.a. IP,Total ex. selected high-tech. and motor vehicles & pts.; n.s.a. IP,Manufacturing ex. hi-tech and motor vehicles & pts.; n.s.a. IP,Non-energy materials for finished goods producers; n.s.a. IP,Non-energy materials for intermediate goods producers; n.s.a. IP,Finished processing--gross value; n.s.a. IP,Semifinished processing--gross value; n.s.a. IP,Primary processing--gross value; n.s.a. IP,Crude processing--gross value; n.s.a. IP,Total index; n.s.a. CAP,Manufacturing (SIC); n.s.a. CAP,Manufacturing (NAICS); n.s.a. CAP,Durable manufacturing (NAICS); n.s.a. CAP,Wood product  (NAICS = 321); n.s.a. CAP,Nonmetallic mineral product  (NAICS = 327); n.s.a. CAP,Primary metal  (NAICS = 331); n.s.a. CAP,Fabricated metal product  (NAICS = 332); n.s.a. CAP,Machinery  (NAICS = 333); n.s.a. CAP,Computer and electronic product  (NAICS = 334); n.s.a. CAP,"Electrical equipment, appliance, and component  (NAICS = 335); n.s.a. CAP",Motor vehicles and parts  (NAICS = 3361-3); n.s.a. CAP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); n.s.a. CAP,Furniture and related product  (NAICS = 337); n.s.a. CAP,Miscellaneous  (NAICS = 339); n.s.a. CAP,Nondurable manufacturing (NAICS); n.s.a. CAP,"Food, beverage, and tobacco  (NAICS = 311,2); n.s.a. CAP","Textiles and products  (NAICS = 313,4); n.s.a. CAP","Apparel and leather goods  (NAICS = 315,6); n.s.a. CAP",Paper  (NAICS = 322); n.s.a. CAP,Printing and related support activities  (NAICS = 323); n.s.a. CAP,Petroleum and coal products  (NAICS = 324); n.s.a. CAP,Chemical  (NAICS = 325); n.s.a. CAP,Plastics and rubber products  (NAICS = 326); n.s.a. CAP,Other manufacturing; n.s.a. CAP,Mining  (NAICS = 21); n.s.a. CAP,"Electric and gas utilities  (NAICS = 2211,2); n.s.a. CAP","Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. CAP",Computer and peripheral equipment  (NAICS = 3341); n.s.a. CAP,Communications equipment  (NAICS = 3342); n.s.a. CAP,"Total ex. computers, communications eq., and semiconductors; n.s.a. CAP","Manufacturing ex. computers, communications eq., and semiconductors; n.s.a. CAP",Crude processing (capacity); n.s.a. CAP,Primary & semifinished processing (capacity); n.s.a. CAP,Finished processing (capacity); n.s.a. CAP,"Iron and steel products  (NAICS = 3311,2); n.s.a. CAP",Transportation equipment  (NAICS = 336); n.s.a. CAP,Automobile and light duty motor vehicle  (NAICS = 33611); n.s.a. CAP,Food  (NAICS = 311); n.s.a. CAP,Beverage and tobacco product  (NAICS = 312); n.s.a. CAP,Textile mills  (NAICS = 313); n.s.a. CAP,Textile product mills  (NAICS = 314); n.s.a. CAP,Apparel  (NAICS = 315); n.s.a. CAP,Leather and allied product  (NAICS = 316); n.s.a. CAP,Plastics material and resin  (NAICS = 325211); n.s.a. CAP,Synthetic rubber  (NAICS = 325212); n.s.a. CAP,Artificial and synthetic fibers and filaments  (NAICS = 32522); n.s.a. CAP,Oil and gas extraction  (NAICS = 211); n.s.a. CAP,Mining (except oil and gas)  (NAICS = 212); n.s.a. CAP,Coal mining  (NAICS = 2121); n.s.a. CAP,Metal ore mining  (NAICS = 2122); n.s.a. CAP,Nonmetallic mineral mining and quarrying  (NAICS = 2123); n.s.a. CAP,Support activities for mining  (NAICS = 213); n.s.a. CAP,"Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. CAP",Natural gas distribution  (NAICS = 2212); n.s.a. CAP,Manufacturing ex. hi-tech and motor vehicles & pts.; n.s.a. CAP,Total index; n.s.a. CAPUTL,Manufacturing (SIC); n.s.a. CAPUTL,Manufacturing (NAICS); n.s.a. CAPUTL,Durable manufacturing (NAICS); n.s.a. CAPUTL,Wood product  (NAICS = 321); n.s.a. CAPUTL,Nonmetallic mineral product  (NAICS = 327); n.s.a. CAPUTL,Primary metal  (NAICS = 331); n.s.a. CAPUTL,Fabricated metal product  (NAICS = 332); n.s.a. CAPUTL,Machinery  (NAICS = 333); n.s.a. CAPUTL,Computer and electronic product  (NAICS = 334); n.s.a. CAPUTL,"Electrical equipment, appliance, and component  (NAICS = 335); n.s.a. CAPUTL",Motor vehicles and parts  (NAICS = 3361-3); n.s.a. CAPUTL,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); n.s.a. CAPUTL,Furniture and related product  (NAICS = 337); n.s.a. CAPUTL,Miscellaneous  (NAICS = 339); n.s.a. CAPUTL,Nondurable manufacturing (NAICS); n.s.a. CAPUTL,"Food, beverage, and tobacco  (NAICS = 311,2); n.s.a. CAPUTL","Textiles and products  (NAICS = 313,4); n.s.a. CAPUTL","Apparel and leather goods  (NAICS = 315,6); n.s.a. CAPUTL",Paper  (NAICS = 322); n.s.a. CAPUTL,Printing and related support activities  (NAICS = 323); n.s.a. CAPUTL,Petroleum and coal products  (NAICS = 324); n.s.a. CAPUTL,Chemical  (NAICS = 325); n.s.a. CAPUTL,Plastics and rubber products  (NAICS = 326); n.s.a. CAPUTL,Other manufacturing; n.s.a. CAPUTL,Mining  (NAICS = 21); n.s.a. CAPUTL,"Electric and gas utilities  (NAICS = 2211,2); n.s.a. CAPUTL","Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. CAPUTL",Computer and peripheral equipment  (NAICS = 3341); n.s.a. CAPUTL,Communications equipment  (NAICS = 3342); n.s.a. CAPUTL,"Total ex. computers, communications eq., and semiconductors; n.s.a. CAPUTL","Manufacturing ex. computers, communications eq., and semiconductors; n.s.a. CAPUTL",Crude processing (capacity); n.s.a. CAPUTL,Primary & semifinished processing (capacity); n.s.a. CAPUTL,Finished processing (capacity); n.s.a. CAPUTL,"Iron and steel products  (NAICS = 3311,2); n.s.a. CAPUTL",Transportation equipment  (NAICS = 336); n.s.a. CAPUTL,Automobile and light duty motor vehicle  (NAICS = 33611); n.s.a. CAPUTL,Food  (NAICS = 311); n.s.a. CAPUTL,Beverage and tobacco product  (NAICS = 312); n.s.a. CAPUTL,Textile mills  (NAICS = 313); n.s.a. CAPUTL,Textile product mills  (NAICS = 314); n.s.a. CAPUTL,Apparel  (NAICS = 315); n.s.a. CAPUTL,Leather and allied product  (NAICS = 316); n.s.a. CAPUTL,Plastics material and resin  (NAICS = 325211); n.s.a. CAPUTL,Synthetic rubber  (NAICS = 325212); n.s.a. CAPUTL,Artificial and synthetic fibers and filaments  (NAICS = 32522); n.s.a. CAPUTL,Oil and gas extraction  (NAICS = 211); n.s.a. CAPUTL,Mining (except oil and gas)  (NAICS = 212); n.s.a. CAPUTL,Coal mining  (NAICS = 2121); n.s.a. CAPUTL,Metal ore mining  (NAICS = 2122); n.s.a. CAPUTL,Nonmetallic mineral mining and quarrying  (NAICS = 2123); n.s.a. CAPUTL,Support activities for mining  (NAICS = 213); n.s.a. CAPUTL,"Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. CAPUTL",Natural gas distribution  (NAICS = 2212); n.s.a. CAPUTL,Manufacturing ex. hi-tech and motor vehicles & pts.; n.s.a. CAPUTL,Final products and nonindustrial supplies--gross value; n.s.a. GVIP,Final products--gross value; n.s.a. GVIP,Consumer goods--gross value; n.s.a. GVIP,Durable consumer goods--gross value; n.s.a. GVIP,Automotive products--gross value; n.s.a. GVIP,Other durable goods--gross value; n.s.a. GVIP,Nondurable consumer goods--gross value; n.s.a. GVIP,"Equipment, total--gross value; n.s.a. GVIP",Business equipment and defense and space equipment--gross value; n.s.a. GVIP,Business equipment--gross value; n.s.a. GVIP,Defense and space equipment--gross value; n.s.a. GVIP,Nonindustrial supplies--gross value; n.s.a. GVIP,Construction supplies--gross value; n.s.a. GVIP,Business supplies--gross value; n.s.a. GVIP,Commercial energy products--gross value; n.s.a. GVIP
1919,5.074,5.0689,,,,,,,,,,,,,,,,,,,,,,,,24.2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
